 Robertshaw Bottom Part Report for 009-00870.pcb on 6/29/2015 2:49:47 PM,,,,,,,,,
,,,,,,,,,
Requested Condition:,,,,,,,,,
Layer Name contains 'Bottom',,,,,,,,,
,,,,,,,,,
Name,Position X,Position Y,Rotation,Layer Name,Part Type,PCB Decal,Glued,SMD,Description
N9,4955,4735,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N10,6430,6460,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N11,1610,6330,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N12,1752,6364,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N13,5655,6360,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N14,5850,6320,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N15,225,6300,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N16,2955,1860,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N17,825,4195,0,Bottom,TPOINT60,TPOINT60,Yes,Yes,TESTPOINT .060 DIA RND PAD
N18,5415,6300,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N19,6430,6305,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N20,805,6205,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N21,920,6225,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N22,1115,6215,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N23,1225,6215,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N24,1745,6250,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N25,2956,5932,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N26,5230,6225,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N27,5660,6205,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N28,5960,6250,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N29,6170,6220,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N30,705,6195,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N31,980,6145,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N32,2890,6170,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N33,3030,6175,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N34,5415,6145,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N35,5850,6165,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N36,6430,6145,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N37,230,6090,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N38,1890,6135,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N39,3270,6045,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N40,1140,6085,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N41,1230,6035,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N42,1375,6065,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N43,3110,6060,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N44,5230,6065,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N45,5660,6060,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N46,6170,6065,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N47,225,5988,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N48,2685,5940,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N49,2975,5695,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N50,3250,5945,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N51,5850,6025,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N52,6430,5985,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N53,735,5970,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N54,1116,5984,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N55,2415,6315,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N56,6798,5964,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N57,450,5885,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N58,1240,5910,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N59,5660,5905,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N60,5850,5870,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N61,6485,5865,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N62,6756,5883,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N63,225,5832,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N64,357,5827,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N65,960,5775,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N66,1850,5875,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N67,790,3490,0,Bottom,TPOINT60,TPOINT60,Yes,Yes,TESTPOINT .060 DIA RND PAD
N68,1425,3915,0,Bottom,TPOINT60,TPOINT60,Yes,Yes,TESTPOINT .060 DIA RND PAD
N69,2960,5815,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N70,5995,5835,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N71,6165,5830,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N72,760,5785,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N73,870,5845,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N74,4585,5755,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N75,6430,5750,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N76,6520,5760,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N77,225,5675,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N78,387,5721,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N79,2370,5815,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N80,2795,5830,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N81,6760,5705,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N82,915,5640,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N83,3085,5640,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N84,6165,5670,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N85,6605,5660,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N86,525,5445,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N87,1610,5600,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N88,3145,5560,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N89,6430,5595,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N90,205,5520,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N91,2230,5440,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N92,5330,5545,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N93,6170,5515,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N94,2915,5445,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N95,3105,5465,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N96,5685,5435,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N97,6430,5430,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N98,205,5364,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N99,850,4395,0,Bottom,TPOINT60,TPOINT60,Yes,Yes,TESTPOINT .060 DIA RND PAD
N100,925,6590,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N101,1080,6590,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N102,2330,5375,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N103,3125,5345,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N104,6170,5355,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N105,5105,5480,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N106,750,2980,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N107,2380,5945,0,Bottom,TPOINT60,TPOINT60,Yes,Yes,TESTPOINT .060 DIA RND PAD
N108,2330,5275,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N109,4290,5270,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N110,6430,5275,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N111,205,5208,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N112,3125,5240,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N113,6170,5200,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N114,2000,5960,0,Bottom,TPOINT60,TPOINT60,Yes,Yes,TESTPOINT .060 DIA RND PAD
N115,5155,5170,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N116,175,2755,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N117,320,6445,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N118,2645,5125,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N119,205,5052,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N120,840,5180,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N121,1225,1535,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N122,4585,5045,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N123,1400,1950,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N124,1385,2485,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N125,2645,4985,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N126,3250,4975,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N127,4290,4980,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N128,355,4785,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N129,640,5385,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N130,2370,4895,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,TESTPOINT .060 DIA RND PAD
N131,2825,4940,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N132,5180,4920,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
